T拼音	汉字	类别	意符	通用语	释义
qiang1	锖	色彩	sc	qiaglsc	〔锖色〕矿物表面受氧化作用形成的有各种颜色的薄膜
qiang1	锵	[拟词]	n	qiagln	〔锵锵〕形容撞击金属器物的声音，如“锣鼓锵锵”
qiang1	镪	[化学]	h	qiaglh	[镪水]，强酸的俗称
qiang1	抢	碰撞	pv	qiaglpv	碰，撞
qiang2	强	(仪态)		qiagk	健壮，有力，与“弱”相对
qiang2	强	仪态	yt	qiagkyt	健壮，有力，与“弱”相对
qiang2	墙	土建	tj	qiagktj	用砖石等砌成承架房顶或隔开内外的建筑物
qiang2	嫱	帝皇	dh	qiagkdh	古代宫廷里的女官名。妃、嫱的地位高于嫔、御
qiang2	蔷	木本	mb	qiagkmb	〔蔷薇〕落叶灌木，多刺，夏初开花，花有红、黄、白、淡红、淡黄等色，可制香料。果实可入药
qiang2	樯	机械	jx	qiagkjx	帆船上挂风帆的桅杆，引申为帆船或帆
qiang3	镪	财产	ci	qiagfci	钱串，引申为成串的钱。后多指银子或银锭
qiang3	强	胁迫	xp	qiagfxp	硬要，迫使，尽力
qiang3	抢	(侵夺)		qiagf	夺，硬拿
qiang3	抢	侵夺	qd	qiagfqd	夺，硬拿
qiang3	羟	[化学]	h	qiagfh	〔羟基〕化学名词，氢氧（－ＯＨ）原子团
qiang3	襁	用具	yj	qiagfyj	〔襁褓〕包婴儿的被、毯等
qiang4	呛	(痛苦)		qiagd	有刺激性的气味使鼻、嗓等器官感到不舒服
qiang4	呛	痛苦	tk	qiagdtk	有刺激性的气味使鼻、嗓等器官感到不舒服
qiang4	戗	力量	ll	qiagdll	支撑，支持
qiang4	跄	随动	sd	qiagdsd	跄踉
qiang4	炝	烹饪	pr	qiagdpr	将菜肴放在沸水或热油中略煮后取出加作料拌
qiao1	悄	(声音)		qiao	没有声音或声音很低，不让人知道
qiao1	悄	声音	uy	qiaoluy	没有声音或声音很低，不让人知道
qiao1	硗	农耕	ng	qiaolng	地坚硬不肥沃
qiao1	跷	动作	dz	qiaoldz	脚向上抬
qiao1	劁	畜牧	xm	qiaolxm	割去牲畜的生殖器，騸
qiao1	敲	(碰撞)		qiaol	打，击
qiao1	敲	碰撞	pv	qiaolpv	打，击
qiao1	锹	工具	gj	qiaolgj	挖土或铲其他东西的器具
qiao1	橇	载具	zj	qiaolzj	古代人在泥路上行走所乘的东西
qiao1	缲	技能	jn	qiaoljn	做衣服边儿或带子时藏着针脚的缝法
qiao1	雀	鸟类	nl	qiaolnl	〔雀子〕即“雀斑”
qiao2	蕉	"仪态,排序"	ytp	qiaokytp	[蕉萃]同〔憔悴〕黄瘦，脸色不好
qiao2	峤	形态	xt	qiaokxt	山尖而高
qiao2	乔	空间	kj	qiaokkj	高：乔木
qiao2	侨	驻留	vl	qiaokvl	寄居在外地，寄居在外国
qiao2	荞	谷物	gw	qiaokgw	〔荞麦〕一年生草本植物，茎紫红色，叶互生，三角形，开小白花
qiao2	桥	(交通)		qiaok	架在水上或空中便于通行的建筑物
qiao2	桥	交通	jt	qiaokjt	架在水上或空中便于通行的建筑物
qiao2	谯	房子	fz	qiaokfz	〔谯楼〕古代城门上建的楼，可以瞭望
qiao2	憔	仪态	yt	qiaokyt	〔憔悴〕黄瘦，脸色不好
qiao2	鞒	组合	zh	qiaokzh	马鞍拱起的地方
qiao2	樵	能源	ny	qiaokny	柴，散木
qiao2	瞧	眼部	yb	qiaokyb	看：瞧见
qiao2	翘	搬运	by	qiaokby	举起，抬起，向上
qiao3	悄	忧愁	yi	qiaofyi	忧愁
qiao3	巧	(才情)		qiaof	技能好，灵敏
qiao3	巧	才情	cq	qiaofcq	技能好，灵敏
qiao3	愀	态度	td	qiaoftd	脸色改变，多指悲伤、严肃
qiao3	雀	鸟类	nl	qiaofnl	鸟类的一科，吃粮食粒和昆虫。特指“麻雀”
qiao4	壳	皮肤	pf	qiaodpf	甲壳。地壳
qiao4	谯	土建	tj	qiaodtj	〔谯楼〕古代城门上建的楼，可以瞭望
qiao4	俏	(观念)		qiaod	相貌美好，漂亮
qiao4	俏	观念	gn	qiaodgn	相貌美好，漂亮
qiao4	诮	谴责	qz	qiaodqz	责备
qiao4	峭	形态	xt	qiaodxt	山又高又陡
qiao4	窍	固象	gx	qiaodgx	窟窿，孔洞
qiao4	翘	相对	xd	qiaodxd	一头向上仰起
qiao4	撬	[操作]	c	qiaodc	用杠棒或尖利的工具借助支点拨动或挑（tiao3）起东西
qiao4	鞘	组合	zh	qiaodzh	装刀、剑的套子
qie1	切	(切入)		qie	用刀从上往下用力
qie1	切	切入	qr	qielqr	用刀从上往下用力
qie2	伽	[名称]	m	qiekm	〔伽南香〕沉香
qie2	茄	(菜蔬)		qiek	〔茄子〕一年生草本植物，花紫色。果实一般为紫色，也有白色或绿色的，可食
qie2	茄	菜蔬	cu	qiekcu	〔茄子〕一年生草本植物，花紫色。果实一般为紫色，也有白色或绿色的，可食
qie3	且	(连词)		qief	尚，还，表示进一层
qie3	且	连词	lc	qieflc	尚，还，表示进一层
qie4	趄	外观	wg	qiedwg	倾斜
qie4	砌	器材	qc	qiedqc	〔砌末〕中国元曲中称戏曲舞台上所用的简单布景和特制的器物
qie4	慊	"快乐,排序"	klp	qiedklp	满足，满意
qie4	切	(接触)		qied	密合，贴近
qie4	切	接触	ji	qiedji	密合，贴近
qie4	妾	家族	jz	qiedjz	旧时男人娶的小老婆
qie4	怯	态度	td	qiedtd	胆小，没勇气
qie4	窃	侵夺	qd	qiedqd	偷盗
qie4	挈	手控	uk	qieduk	用手提着
qie4	惬	快乐	kl	qiedkl	满足，畅快
qie4	箧	器皿	qm	qiedqm	箱子一类的东西
qie4	锲	技能	jn	qiedjn	用刀子刻
qie4	郄	[祖姓]	z	qiedz	姓氏
qin1	亲	(家族)		qin	有血统或夫妻关系的
qin1	亲	家族	jz	qinljz	有血统或夫妻关系的
qin1	侵	(侵害)		qinl	（敌人）进入境内，（外来的或有害的事物）进入内部
qin1	侵	侵害	qh	qinlqh	（敌人）进入境内，（外来的或有害的事物）进入内部
qin1	钦	礼貌	lm	qinllm	恭敬
qin1	衾	用具	yj	qinlyj	被子
qin2	矜	兵器	bq	qinkbq	矛柄
qin2	廑	"文明,排序"	wmp	qinkwmp	同“勤”做事尽力，不偷懒
qin2	芩	草本	cb	qinkcb	〔黄芩〕多年生草本植物，叶对生，花淡紫色，或带青白色，根长大，色深黄，可入药。
qin2	芹	菜蔬	cu	qinkcu	菜名，一年或二年生草本植物，茎可食。亦称“水芹”
qin2	秦	历史	lu	qinklu	中国朝代名：秦代
qin2	琴	乐器	yq	qinkyq	古代弦乐器，最初是五根弦，后加至七根弦
qin2	禽	生命	um	qinkum	鸟、兽的总称
qin2	勤	(文明)		qink	做事尽力，不偷懒
qin2	勤	文明	wm	qinkwm	做事尽力，不偷懒
qin2	嗪	[化学]	h	qinkh	有机化合物译音用字
qin2	溱	地名	dm	qinkdm	〔溱潼〕地名，在中国江苏省泰县
qin2	噙	嘴部	zb	qinkzb	含在里面
qin2	擒	胁迫	xp	qinkxp	捉拿
qin2	檎	木本	mb	qinkmb	〔林檎〕落叶小乔木，果实像苹果而小，是常见的水果
qin2	螓	[昆虫]	k	qinkk	古书上说的一种蝉，比较小，方头广额，身体绿色
qin2	覃	[祖姓]	z	qinkz	姓氏
qin3	锓	技能	jn	qinfjn	雕刻
qin3	寝	(本能)		qinf	睡，卧
qin3	寝	本能	bn	qinfbn	睡，卧
qin4	吣	嘴部	zb	qindzb	猫狗呕吐，亦喻谩骂、胡说
qin4	沁	(浸染)		qind	渗入；浸润
qin4	沁	浸染	jr	qindjr	渗入；浸润
qin4	揿	力量	ll	qindll	用手按
qing1	青	(色彩)		qig	深绿色或浅蓝色
qing1	青	色彩	sc	qiglsc	深绿色或浅蓝色
qing1	氢	元素	ys	qiglys	一种气体元素H，是现在所知道的元素中最轻的，无色、无味、无臭，导热能力特别强，跟氧化合成水
qing1	轻	差异	iy	qigliy	分量小，与“重”相对
qing1	倾	外观	wg	qiglwg	斜，歪
qing1	卿	帝皇	dh	qigldh	古代高级官名
qing1	圊	场所	is	qiglis	厕所
qing1	清	(纯粹)		qigl	水或其他液体、气体纯净透明，没有混杂的东西，与“浊”相对
qing1	清	纯粹	ic	qiglic	水或其他液体、气体纯净透明，没有混杂的东西，与“浊”相对
qing1	蜻	[昆虫]	k	qiglk	〔蜻蜓〕昆虫，捕食小飞虫，是益虫
qing1	鲭	鱼类	yl	qiglyl	鱼类的一科，身体呈梭形而侧扁，鳞圆而细小，头尖口大
qing2	情	(思绪)		qigk	外界事物所引起的喜、怒、爱、憎、哀、惧等心理状态
qing2	情	思绪	sx	qigksx	外界事物所引起的喜、怒、爱、憎、哀、惧等心理状态
qing2	晴	天气	tq	qigktq	天空中无云或云很少
qing2	氰	[化学]	h	qigkh	碳与氮的化合物，性很毒，燃烧时发红紫色火焰
qing2	擎	力量	ll	qigkll	向上托
qing2	檠	器材	qc	qigkqc	灯架，烛台
qing2	黥	处分	if	qigkif	古代在人脸上刺字并涂墨之刑，后亦施于士兵以防逃跑
qing3	苘	草本	cb	qigfcb	〔苘麻〕一年生草本植物，茎直立，茎皮的纤维可以做绳子。种子可入药
qing3	顷	衡量	hl	qigfhl	中国市制田地面积单位
qing3	请	(谋求)		qigf	求：请求
qing3	请	谋求	mq	qigfmq	求：请求
qing3	謦	本能	bn	qigfbn	咳嗽
qing4	綮	区域	qy	qigdqy	筋骨结合处；比喻事物的关键
qing4	亲	家族	jz	qigdjz	〔亲家〕夫妻双方的父母彼此的关系或称呼
qing4	庆	(社交)		qigd	祝贺
qing4	庆	社交	uj	qigduj	祝贺
qing4	凊	肤觉	fj	qigdfj	凉：清凉
qing4	箐	物产	wi	qigdwi	山间的大竹林，泛指树木丛生的山谷
qing4	磬	乐器	yq	qigdyq	古代打击兵器，形状像曲尺，用玉、石制成，可悬挂
qing4	罄	末尾	mw	qigdmw	本义为器中空，引申为尽，用尽
qiong2	跫	[拟词]	n	qiogkn	脚步声
qiong2	銎	固象	gx	qiogkgx	斧子上安柄的孔
qiong2	邛	山岗	ug	qiogkug	〔邛崃〕山名，在中国四川省
qiong2	穷	(荣辱)		qiogk	缺乏财物
qiong2	穷	荣辱	rr	qiogkrr	缺乏财物
qiong2	穹	形态	xt	qiogkxt	隆起
qiong2	茕	境况	jk	qiogkjk	没有兄弟，孤独
qiong2	筇	作物	zw	qiogkzw	古书上说的一种竹子，可以做手杖
qiong2	琼	物产	wi	qiogkwi	美玉
qiong2	蛩	[昆虫]	k	qiogkk	蝗虫
qiu1	龟	历史	lu	qiullu	〔龟兹〕中国汉代西域国名，在今新疆维吾尔自治区库车县一带
qiu1	湫	流体	lt	qiullt	水潭
qiu1	丘	(地形)		qiul	小土山
qiu1	丘	地形	dx	qiuldx	小土山
qiu1	邱	[祖姓]	z	qiulz	姓氏
qiu1	秋	(时日)		qiu	一年的第三季
qiu1	秋	时日	ur	qiulur	一年的第三季
qiu1	蚯	虫子	iz	qiuliz	〔蚯蚓〕环节动物，身体细长柔软，生活于土中，以带有机物的土壤为食，使土壤疏松，对农作物有益
qiu1	楸	木本	mb	qiulmb	落叶乔木，干高叶大，木材质地致密，耐湿，可造船，亦可做器具
qiu1	鳅	鱼类	yl	qiulyl	〔泥鳅〕鱼，体圆，尾侧扁，皮上有黏液很滑
qiu2	仇	仇恨	ih	qiukih	匹配
qiu2	囚	处分	if	qiukif	拘禁
qiu2	犰	[哺乳]	b	qiukb	〔犰狳〕哺乳动物，身体分前、中、后三段，头尾及胸部都有鳞片，腹部有毛，穴居土中，善于掘土
qiu2	求	(谋求)		qiuk	设法得到
qiu2	求	谋求	mq	qiukmq	设法得到
qiu2	虬	神话	uh	qiukuh	古代传说中有角的小龙
qiu2	泅	动作	dz	qiukdz	游泳
qiu2	俅	形容	xr	qiukxr	〔俅俅〕恭顺的样子
qiu2	酋	等级	dj	qiukdj	长官
qiu2	逑	家族	jz	qiukjz	配偶
qiu2	球	几何	jh	qiukjh	圆形的立体物
qiu2	赇	操控	ck	qiukck	贿骼
qiu2	巯	[化学]	h	qiukh	有机化合物中含硫和氢的基，亦称“巯基”、“氢硫基
qiu2	遒	仪态	yt	qiukyt	雄健有力
qiu2	裘	服装	fv	qiukfv	皮衣
qiu2	蝤	变态	bt	qiukbt	〔蝤蛴〕古书上指天牛的幼虫
qiu2	鼽	痛苦	tk	qiuktk	（鼻孔）堵塞
qiu3	糗	(米面)		qiuf	干粮，炒熟的米或面等
qiu3	糗	米面	mm	qiufmm	干粮，炒熟的米或面等
qv1	区	(认知)		qv	分别
qv1	区	认知	rv	qvlrv	分别
qv1	曲	(外观)		qvl	弯转，与“直”相对
qv1	曲	外观	wg	qvlwg	弯转，与“直”相对
qv1	岖	形态	xt	qvlxt	〔崎岖〕形容山路不平
qv1	诎	收缩	us	qvlus	弯曲
qv1	驱	驱逐	qv	qvlqv	赶牲口
qv1	屈	[操作]	c	qvlc	使弯曲，与“伸”相对
qv1	祛	去除	qi	qvlqi	除去，驱逐
qv1	蛆	变态	bt	qvlbt	苍蝇的幼虫，白色，身体柔软，有环节，多生在粪便、腐肉等不洁的地方
qv1	躯	[躯体]	q	qvlq	身体
qv1	蛐	[昆虫]	k	qvlk	蟋蟀的俗称
qv1	趋	奔走	bz	qvlbz	快走
qv1	麴	[祖姓]	z	qvlz	姓氏
qv1	黢	形容	xr	qvlxr	形容黑
qv1	觑	眼部	yb	qvlyb	把眼睛合成一条细缝看
qv2	瞿	[祖姓]	z	qvkz	姓氏
qv2	劬	体感	tg	qvktg	过分劳苦，勤劳
qv2	朐	地名	dm	qvkdm	[临朐]，地名，在山东
qv2	鸲	鸟类	nl	qvknl	〔鸲鹆〕鸟，能模仿人说话
qv2	渠	(近水)		qvk	水道，特指人工开的河道或水沟
qv2	渠	近水	ju	qvkju	水道，特指人工开的河道或水沟
qv2	蕖	草本	cb	qvkcb	古同“蕖”，芙蕖，荷花
qv2	磲	虫子	iz	qvkiz	〔砗磲〕软体动物，比蛤蜊大，有的长达一米，生活在热带海中，介壳略呈三角形，可做器物和装饰品，肉可食
qv2	璩	佩<配>饰	pu	qvkpu	古代的一种耳环
qv2	蘧	"草本,排序"	cbp	qvkcbp	古同“蕖”，芙蕖，荷花
qv2	氍	用具	yj	qvkyj	〔氍毹〕毛织的地毯，旧时演戏多用来铺在地上或台上
qv2	癯	仪态	yt	qvkyt	瘦：清癯
qv2	衢	交通	jt	qvkjt	大路，四通八达的道路
qv2	蠼	[昆虫]	k	qvkk	〔蠼螋〕昆虫，体扁平狭长，黑褐色，前翅短而硬，后翅大，折在前翅下，有些种类无翅，尾部形状像夹子，多生在潮湿的地方，为害家蚕
qv3	苣	菜蔬	cu	qvfcu	〔莴苣〕一年生或二年生草本植物，茎和嫩叶都是普通的蔬菜
qv3	曲	音乐	yy	qvfyy	能唱的文词，一种艺术形式
qv3	取	(纳入)		qvf	拿：索取
qv3	取	纳入	nr	qvfnr	拿：索取
qv3	娶	风俗	fs	qvffs	把女子接过来成亲
qv3	龋	疾病	jb	qvfjb	〔龋齿〕牙齿发生腐蚀的病变，在牙面上形成龋洞，逐渐扩大，最后可使牙齿全被破坏
qv4	去	(来往)		qvd	离开所在的地方到别处
qv4	去	来往	lw	qvdlw	离开所在的地方到别处
qv4	阒	声音	uy	qvduy	形容寂静
qv4	觑	眼部	yb	qvdyb	看，偷看，窥探
qv4	趣	[思绪]	s	qvds	趋向
qv5	戌	(器材)		qvm	屈戌，铜制或铁制的带二个脚的小环，钉在门窗上或箱、柜正面，用来挂钉铞或锁
qv5	戌	器材	qc	qvmqc	屈戌，铜制或铁制的带二个脚的小环，钉在门窗上或箱、柜正面，用来挂钉铞或锁
qvan1	悛	(羞愧)		qvbl	悔改
qvan1	悛	羞愧	xk	qvblxk	悔改
qvan1	圈	(外观)		qvb	环形，环形的东西
qvan1	圈	外观	wg	qvblwg	环形，环形的东西
qvan2	全	(态势)		qvbk	完备，齐备，完整，不缺少
qvan2	全	态势	tu	qvbktu	完备，齐备，完整，不缺少
qvan2	权	权利	ql	qvbkql	职责范围内支配和指挥的力量
qvan2	诠	传媒	im	qvbkim	解释
qvan2	泉	流体	lt	qvbklt	从地下流出的水源
qvan2	荃	草本	cb	qvbkcb	古书上说的一种香草，亦用以喻国君
qvan2	拳	四肢	sv	qvbksv	屈指卷握起来的手
qvan2	辁	车辆	il	qvbkil	没有辐的车轮
qvan2	痊	本能	bn	qvbkbn	病好了，恢复健康
qvan2	铨	[操作]	c	qvbkc	衡量轻重
qvan2	筌	组合	zh	qvbkzh	捕鱼的竹器
qvan2	蜷	姿态	zt	qvbkzt	身体弯曲
qvan2	醛	[化学]	h	qvbkh	有机化合物的一类，“乙醛”在医药上用作催眠或镇痛剂
qvan2	鬈	"皮肤,样貌"	pfy	qvbkpfy	头发卷曲
qvan2	颧	[躯体]	q	qvbkq	〔颧骨〕眼睛下边两腮上面的颜面骨
qvan3	犬	(哺乳)		qvbf	狗：猎犬。警犬
qvan3	犬	哺乳	br	qvbfbr	狗：猎犬。警犬
qvan3	畎	近水	ju	qvbfju	田地中间的沟
qvan3	绻	好感	hg	qvbfhg	弯曲，屈
qvan4	劝	(劝说)		qvbd	说服，讲明事理使人听从
qvan4	劝	劝说	qu	qvbdqu	说服，讲明事理使人听从
qvan4	券	凭据	pj	qvbdpj	古代的契据，常分为两半，双方各执其一，现代指票据或作凭证的纸片
qve1	炔	[化学]	h	qvelh	有机化学中可以用ＣnＨ2n-2表示的一系列化合物
qve1	缺	(形态)		qve	残破
qve1	缺	形态	xt	qvelxt	残破
qve1	阙	(评判)		qvel	过失，疏失
qve1	阙	评判	pp	qvelpp	过失，疏失
qve2	瘸	(疾病)		qvek	腿脚有毛病，行步时身体不平衡
qve2	瘸	疾病	jb	qvekjb	腿脚有毛病，行步时身体不平衡
qve4	却	来往	lw	qvedlw	退：却步
qve4	悫	文明	wm	qvedwm	诚实，谨慎
qve4	雀	"鸟类,通称"	nlt	qvednlt	鸟类的一科，吃粮食粒和昆虫
qve4	确	(评判)		qved	真实，实在
qve4	确	评判	pp	qvedpp	真实，实在
qve4	阕	末尾	mw	qvedmw	停止，终了
qve4	阙	传统	it	qvedit	陵墓前两边的石牌坊
qve4	鹊	鸟类	nl	qvednl	指喜鹊鸟。民间传说听见它叫将有喜事来临
qve4	榷	政务	vw	qvedvw	专卖
qvn1	逡	(动态)		qvn	退让，退却
qvn1	逡	动态	dt	qvnldt	退让，退却
qvn2	麇	汇集	hj	qvnkhj	成群
qvn2	裙	服装	fv	qvnkfv	一种围在腰以下的服装
qvn2	群	(情况)		qvnk	相聚成伙的，聚集在一起的
qvn2	群	情况	qk	qvnkqk	相聚成伙的，聚集在一起的
ran2	蚺	爬类	pl	rankpl	〔蚺蛇〕蟒蛇
ran2	然	(评判)		rank	对，是
ran2	然	评判	pp	rankpp	对，是
ran2	髯	皮肤	pf	rankpf	两腮的胡子，亦泛指胡子
ran2	燃	耗能	hn	rankhn	烧起火焰
ran3	冉	形容	xr	ranfxr	〔冉冉〕毛、枝条等柔软下垂
ran3	苒	繁荣，样貌	fry	ranffry	草木茂盛的样子
ran3	染	(劳作)		ranf	把东西放在颜料里使着色
ran3	染	劳作	lz	ranflz	把东西放在颜料里使着色
rang1	嚷	(声音)		rag	〔嚷嚷〕叫嚷；吵闹
rang1	嚷	声音	uy	ragluy	〔嚷嚷〕叫嚷；吵闹
rang2	禳	文化	wh	ragkwh	祈祷消除灾殃
rang2	瓤	(果实)		ragk	瓜、柑橘等内部包着种子的部分
rang2	瓤	果实	gu	ragkgu	瓜、柑橘等内部包着种子的部分
rang2	穰	茎干	jg	ragkjg	稻、麦等的秆
rang3	禳	外表	wb	ragfwb	祈祷消除灾殃
rang3	嚷	发声	fu	ragffu	喊叫
rang3	壤	(物产)		ragf	松软的土，可耕之地
rang3	壤	物产	wi	ragfwi	松软的土，可耕之地
rang3	攘	侵夺	qd	ragfqd	侵夺，偷窃
rang4	让	(意念)		ragd	不争，尽着旁人
rang4	让	意念	yn	ragdyn	不争，尽着旁人
rao2	荛	能源	ny	raokny	柴草，割柴草
rao2	饶	(荣辱)		raok	富足，多
rao2	饶	荣辱	rr	raokrr	富足，多
rao2	桡	机械	jx	raokjx	桨，楫
rao2	娆	观念	gn	raokgn	娇媚
rao3	扰	(侵害)		raof	搅乱
rao3	扰	侵害	qh	raofqh	搅乱
rao3	娆	反感	fg	raoffg	烦忧
rao4	绕	(缠绕)		raod	缠绕
rao4	绕	缠绕	ir	raodir	缠绕
re3	喏	礼貌	lm	reflm	古代表示敬意的呼喊
re3	惹	(意念)		ref	招引，挑逗
re3	惹	意念	yn	refyn	招引，挑逗
re3	若	[名称]	m	refm	加在称呼上的词头
re4	热	(肤觉)		red	温度高，感觉温度高，与“冷”相对
re4	热	肤觉	fj	redfj	温度高，感觉温度高，与“冷”相对
ren2	人	(生命)		renk	由类人猿进化而成的能制造和使用工具进行劳动、并能运用语言进行交际的动物
ren2	人	(生命)		renk	由类人猿进化而成的能制造和使用工具进行劳动、并能运用语言进行交际的动物
ren2	人	生命	um	renkum	由类人猿进化而成的能制造和使用工具进行劳动、并能运用语言进行交际的动物
ren2	仁	道德	dd	renkdd	一种道德范畴，指人与人相互友爱、互助、同情等
ren2	壬	类别	lb	renklb	天干的第九位，用作顺序第九的代称
ren2	任	[祖姓]	z	renkz	姓氏
ren3	忍	(耐受)		renf	耐，把感情按住不让表现
ren3	忍	耐受	nu	renfnu	耐，把感情按住不让表现
ren3	荏	草本	cb	renfcb	一年生草本植物，茎方形，叶椭圆形，有锯齿，开白色小花，种子通称“苏子
ren3	稔	农耕	ng	renfng	庄稼成熟
ren4	刃	方位	fw	rendfw	刀的锋利部分
ren4	认	认知	rv	rendrv	分辨，识别
ren4	仞	衡量	hl	rendhl	古代计量单位
ren4	任	(野蛮)		rend	相信，信赖
ren4	任	野蛮	ym	rendym	相信，信赖
ren4	纫	[操作]	c	rendc	引线穿针
ren4	妊	本能	bn	rendbn	怀孕
ren4	轫	机械	jx	rendjx	阻止车轮转动的木头，车开动时，则将其抽走
ren4	韧	质感	vg	rendvg	柔软又结实，受外力作用时，虽然变形而不易折断，与“脆”相对：坚韧。柔韧。韧性（亦指顽强持久的精神）。韧劲
ren4	饪	劳作	lz	rendlz	做饭做菜
ren4	衽	衣位	yw	rendyw	衣襟
ren4	葚	果实	gu	rendgu	桑树结的果实
reng1	扔	(手控)		reg	抛，投掷
reng1	扔	手控	uk	regluk	抛，投掷
reng2	仍	(副词)		regk	依然，还，照旧
reng2	仍	副词	fc	regkfc	依然，还，照旧
ri4	日	(天文)		rid	离地球最近的恒星（亦称“太阳”）
ri4	日	天文	tw	ridtw	离地球最近的恒星（亦称“太阳”）
rong2	戎	兵器	bq	rogkbq	古代兵器的总称
rong2	肜	典礼	dl	rogkdl	中国商代祭祀的名称
rong2	狨	[哺乳]	b	rogkb	哺乳动物，猿猴类，体矮小，形似松鼠，黄色丝状软毛，尾长，栖树上
rong2	绒	皮肤	pf	rogkpf	柔软细小的毛
rong2	茸	根苗	gm	rogkgm	草初生纤细柔软的样子
rong2	荣	繁荣	fr	rogkfr	草木茂盛，引申为兴盛
rong2	容	(包装)		rogk	包含，盛
rong2	容	包装	bv	rogkbv	包含，盛
rong2	嵘	形态	xt	rogkxt	〔峥嵘〕高峻、突出
rong2	溶	浸染	jr	rogkjr	形容宽广
rong2	蓉	菜饭	cf	rogkcf	用某些植物的果肉或种子制成的粉状物
rong2	榕	木本	mb	rogkmb	常绿乔木，气根细瘦，树冠大，隐花果生于叶腋，近扁球形
rong2	熔	耗能	hn	rogkhn	固体受热到一定温度时变成液体
rong2	蝾	两栖	lq	rogklq	〔蝾螈〕两栖动物，形状似蜥蜴。头扁平，四肢细长，无蹼，尾侧扁，卵生。生活于清冷的池沼内，亦见于湿地的草丛中
rong2	融	变化	bh	rogkbh	固体受热变软或化为流体
rong3	冗	(容量)		rogf	闲散的，多余无用的
rong3	冗	容量	rl	rogfrl	闲散的，多余无用的
rou2	柔	(质感)		rouk	软，不硬
rou2	柔	质感	vg	roukvg	软，不硬
rou2	揉	手控	uk	roukuk	用手来回擦或搓
rou2	糅	浓度	nd	rouknd	混杂
rou2	蹂	踩踏	ct	roukct	践踏
rou2	鞣	技能	jn	roukjn	〔鞣酸〕有机化合物，淡黄色粉末，有微臭。工业上用来制墨水和鞣皮革，可入药
rou4	肉	(组织)		roud	人或动物体内红色、柔软的组织
rou4	肉	组织	zv	roudzv	人或动物体内红色、柔软的组织
ru2	如	(意念)		ruk	依照顺从
ru2	如	意念	yn	rukyn	依照顺从
ru2	茹	嘴部	zb	rukzb	吃，引申为忍受
ru2	铷	元素	ys	rukys	一种金属元素Rb，化学性质活泼，与水作用能发生爆炸
ru2	儒	角色	js	rukjs	指读书人
ru2	嚅	仪态	yt	rukyt	想要说话而嘴唇微动
ru2	孺	称谓	iw	rukiw	小孩子，幼儿
ru2	濡	浸染	jr	rukjr	沾湿，润泽
ru2	薷	草本	cb	rukcb	〔香薷〕一年生或多年生草本植物，茎呈方形，紫色，叶子对生，卵形，全草可入药。茎和叶可以提取芳香油
ru2	襦	服装	fv	rukfv	短衣，短袄
ru2	蠕	动态	dt	rukdt	像蚯蚓那样慢慢地爬动
ru2	颥	组织	zv	rukzv	〔颞颥〕头颅两侧靠近耳朵的部分
ru3	汝	[代词]	d	rufd	你：汝辈。汝等
ru3	乳	(器官)		ruf	分泌奶的器官
ru3	乳	器官	qg	rufqg	分泌奶的器官
ru3	辱	羞愧	xk	rufxk	羞耻
ru4	入	(来往)		rud	进出
ru4	入	来往	lw	rudlw	进出
ru4	洳	地形	dx	ruddx	〔沮洳〕低湿的地带
ru4	溽	肤觉	fj	rudfj	湿润；闷热：溽暑
ru4	缛	态势	tu	rudtu	繁密的彩饰
ru4	蓐	组合	zh	rudzh	陈草复生，引申为草垫子，草席
ru4	褥	用具	yj	rudyj	睡觉时垫在身体下面的东西，用棉絮、兽皮或电热材料等制成
ruan3	阮	乐器	yq	rubfyq	〔阮咸〕一种弦乐器，柄长而直，略象月琴，四根民弦，现亦有三根弦的
ruan3	朊	"化学,旧字"	hxj	rubfhxj	蛋白质的旧称
ruan3	软	(肤觉)		rubf	柔，与“硬”相对：柔软
ruan3	软	肤觉	fj	rubffj	柔，与“硬”相对：柔软
rui2	蕤	(繁荣)		ruik	〔葳蕤〕草木茂盛的样子
rui2	蕤	繁荣	fr	ruikfr	〔葳蕤〕草木茂盛的样子
rui3	蕊	(花朵)		ruif	植物生殖器官的一部分
rui3	蕊	花朵	hd	ruifhd	植物生殖器官的一部分
rui4	芮	历史	lu	ruidlu	中国周代诸侯国名，在今陕西省大荔县
rui4	枘	组合	zh	ruidzh	榫头，用以插入另一部分的榫眼，使两部分连接起来
rui4	蚋	[昆虫]	k	ruidk	昆虫，体长二、三毫米，头小，色黑，胸背隆起，吸人畜的血液，幼虫栖于水中
rui4	锐	外观	wg	ruidwg	锋利，尖，与“钝”相对
rui4	瑞	(幸福)		ruid	吉详，好预兆
rui4	瑞	幸福	xf	ruidxf	吉详，好预兆
rui4	睿	灾难	zn	ruidzn	深明，通达
run4	闰	时日	ur	rundur	每四年加一日，称“闰日”
run4	润	(肤觉)		rund	不干枯，湿燥适中
run4	润	肤觉	fj	rundfj	不干枯，湿燥适中
ruo4	若	(连词)		ruod	如果，假如
ruo4	若	连词	lc	ruodlc	如果，假如
ruo4	偌	[代词]	d	ruodd	这么，那么
ruo4	弱	仪态	yt	ruodyt	力气小，势力小，与“强”相对
ruo4	箬	作物	zw	ruodzw	一种竹子，叶大而宽，可编竹笠，又可用来包棕子
sa1	仨	(规律)		sal	三个
